59.41,-61.2333,GEN
59.5733,-60.94,GEN
58.9533,-61.4267,GEN
57.21,-59.7533,GEN
58.0217,-60.385,GEN
57.8817,-60.2883,GEN
56.0133,-58.785,GEN
56.645,-60.05,GEN
55.29,-58.575,GEN
57.18,-59.775,GEN
59.1083,-61.3617,GEN
57.955,-60.4467,GEN
59.255,-60.9183,GEN
59.5117,-63.4167,GEN
59.3233,-61.5367,GEN
59.3267,-62.36,GEN
60.455,-63.6683,GEN
59.14,-61.5217,GEN
59.54,-63.5383,GEN
59.2933,-63.06,GEN
59.825,-61.65,GEN
60.765,-62.9617,GEN
60.9867,-62.7517,GEN
59.4283,-60.59,GEN
59.505,-61.7633,GEN
60.015,-60.9417,GEN
59.7017,-63.6583,GEN
55.685,-59.4867,GEN
56.49,-59.865,GEN
56.7933,-59.7417,GEN
58.9767,-61.25,GEN
58.7317,-61.3883,GEN
58.475,-61.9283,GEN
56.7933,-59.7417,GEN
59.2133,-61.6583,GEN
54.995,-54.4217,GEN
56.675,-59.605,GEN
56.575,-58.0167,GEN
55.5783,-56.54,GEN
60.2717,-63.0083,GEN
59.1633,-62.855,GEN
61.135,-63.5733,GEN
57.065,-60.11,GEN
58.87,-61.8733,GEN
58.5083,-61.125,GEN
59.1783,-62.67,GEN
59.6333,-60.9567,GEN
58.1517,-61.105,GEN
60.1067,-63.195,GEN
58.9683,-62.3517,GEN
61.065,-63.22,GEN
61.0383,-62.8333,GEN
61.1033,-62.835,GEN
58.8417,-60.2133,GEN
56.0367,-57.855,GEN
54.68,-54.5983,GEN
55.8917,-57.8783,GEN
59.1867,-62.6667,GEN
59.5133,-60.7717,GEN
57.7133,-61.1067,GEN
60.175,-62.2383,GEN
60.165,-63.3317,GEN
51.8583,-54.8083,SM
53.0733,-52.64,MED
59.595,-62.155,GEN
59.875,-62.2367,GEN
59.8533,-62.8083,GEN
59.8733,-62.8467,GEN
59.745,-62.6117,GEN
59.6567,-62.6833,GEN
58.2633,-61.5617,GEN
58.3083,-61.58,GEN
57.5,-60.2333,GEN
59.355,-60.7517,GEN
59.375,-60.6867,GEN
59.395,-60.7183,GEN
57.145,-60.0133,GEN
55.3933,-57.4483,GEN
60.2967,-62.4917,GEN
56.405,-58.6417,GEN
56.0517,-53.4883,GEN
55.8017,-58.12,GEN
52.42,-50.94,MED
52.4083,-50.9533,LG
56.54,-56.2133,GEN
56.24,-56.7183,GEN
56.1433,-55.9183,GEN
56.2433,-57.3617,GEN
57.2983,-56.745,GEN
55.855,-58.82,GEN
51.0417,-49.8533,MED
50.99,-49.715,BB
56.0517,-57.815,GEN
56.045,-57.6867,GEN
56.135,-57.4217,GEN
56.46,-58.2117,GEN
56.2533,-57.6883,GEN
56.0467,-57.6583,GEN
56.195,-59.1533,GEN
55.8033,-60,GEN
55.7783,-59.9633,GEN
57.365,-54.24,GEN
57.3367,-54.2833,GEN
57.3233,-61.335,GEN
55.8033,-59.9967,GEN
58.1933,-61.9967,GEN
57.3183,-61.315,GEN
55.8033,-59.9983,GEN
57.325,-61.3383,GEN
55.7517,-55.685,GEN
58.2183,-59.83,GEN
57.1883,-59.3967,GEN
58.0817,-61.9933,GEN
54.5217,-53.22,SM
54.15,-53.8817,SM
54.1883,-53.755,SM
52.7267,-55.26,SM
56.4583,-57.9083,SM
56.5183,-58.44,SM
57.1067,-59.5233,MED
55.905,-58.08,MED
55.91,-59.1733,SM
56.2283,-59.0983,SM
56.4867,-59.5267,MED
56.22,-58.245,SM
56.1617,-58.2817,MED
56.1867,-58.2467,SM
56.4167,-57.9617,SM
56.2817,-58.1967,MED
56.0133,-58.6933,SM
56.3233,-57.6233,SM
56.1517,-58.8133,SM
56.235,-57.285,MED
56.0233,-58.3367,SM
56.4717,-57.9983,MED
56.1217,-57.8883,SM
56.3767,-57.775,SM
56.3967,-57.64,SM
55.805,-57.2933,SM
56.2617,-58.0033,LG
56.3633,-57.7483,SM
56.33,-57.2867,SM
56.3767,-57.725,SM
56.1983,-57.87,SM
56.335,-57.2233,SM
56.2317,-57.7183,SM
56.3267,-57.2883,SM
56.3483,-57.325,SM
56.265,-57.2817,MED
55.8583,-57.1867,SM
56.2117,-57.4883,SM
56.035,-56.8533,SM
55.8217,-57.21,MED
55.935,-56.7417,SM
56.0717,-56.9167,SM
55.6617,-56.7217,SM
55.475,-56.54,SM
55.39,-56.4,MED
55.645,-56.4683,SM
55.515,-56.6067,SM
55.4967,-56.5883,SM
55.5883,-56.575,SM
55.7133,-56.3733,SM
55.6817,-56.2883,SM
55.6833,-56.3283,SM
55.655,-56.28,SM
55.7017,-57.3217,SM
55.51,-57.2017,SM
55.0167,-56.4067,MED
55.1033,-56.3883,MED
55.1817,-56.2617,SM
55.3517,-56.2417,MED
55.2067,-57.22,MED
55.065,-55.6917,MED
54.8067,-56.5967,MED
55.11,-55.9767,SM
54.835,-55.7817,SM
55.205,-56.84,SM
55.28,-56.4683,MED
55.3183,-56.2617,MED
54.8033,-55.7083,SM
55.245,-56.2283,MED
55.0517,-56.285,MED
55.1733,-56.0067,SM
54.74,-56.89,MED
54.7683,-55.88,SM
54.7417,-56.2033,SM
54.8267,-56.3433,SM
54.63,-56.22,SM
54.7267,-56.0683,SM
54.8067,-56.6733,SM
54.69,-56.375,SM
54.7967,-56.4467,SM
54.3317,-56.935,SM
54.5883,-55.89,SM
54.1317,-55.2017,SM
54.0783,-55.1583,SM
53.9583,-55.3883,SM
50.9317,-54.5283,SM
51.01,-54.0683,GR
53.725,-53.495,SM
53.8483,-53.1967,SM
52.625,-54.1067,BB
52.72,-54.48,BB
51.4317,-51.8167,MED
58.1933,-60.8683,SM
50.3283,-56.06,SM
54.3867,-53.83,MED
54.8217,-56.115,MED
54.8783,-55.7517,MED
